año,ccz,est,se,cv,quintil
2017,CCZ04,"8,772370487","1,294688873","14,8",Q1
2017,CCZ04,"17,36263736","1,769395114","10,2",Q2
2017,CCZ04,"19,59183673","1,785749513","9,1",Q3
2017,CCZ04,"24,01255887","1,85597257","7,7",Q4
2017,CCZ04,"30,26059655","2,329394128","7,7",Q5
2018,CCZ04,"10,3491585","1,530728118","14,8",Q1
2018,CCZ04,"14,53152474","1,613541858","11,1",Q2
2018,CCZ04,"17,99171063","1,510575702","8,4",Q3
2018,CCZ04,"27,40517458","2,202626484",8,Q4
2018,CCZ04,"29,72243155","2,590589011","8,7",Q5
2019,CCZ04,"13,46056941","1,719609945","12,8",Q1
2019,CCZ04,"15,06046863","1,612296944","10,7",Q2
2019,CCZ04,"19,5074326","2,076060972","10,6",Q3
2019,CCZ04,"23,65205341","2,013300553","8,5",Q4
2019,CCZ04,"28,31947594","2,232029576","7,9",Q5
2022,CCZ04,"9,634581508","1,574793766","16,3",Q1
2022,CCZ04,"13,21197886","1,960169372","14,8",Q2
2022,CCZ04,"20,72812683","2,405566164","11,6",Q3
2022,CCZ04,"20,14996161","1,973796032","9,8",Q4
2022,CCZ04,"36,27535119","3,826987405","10,5",Q5
2009,CCZ05,"4,448542973","0,489118059",11,Q1
2009,CCZ05,"9,034796508","0,6539038235","7,2",Q2
2009,CCZ05,"16,22279602","0,8584382942","5,3",Q3
2009,CCZ05,"24,16328538","1,030462863","4,3",Q4
2009,CCZ05,"46,13057912","1,346883545","2,9",Q5
2010,CCZ05,"4,244560542","0,5331126321","12,6",Q1
2010,CCZ05,"9,899078911","0,8047955387","8,1",Q2
2010,CCZ05,"14,51711043","0,9091651942","6,3",Q3
2010,CCZ05,"24,53998028","1,00739253","4,1",Q4
2010,CCZ05,"46,79926984","1,512073688","3,2",Q5
2011,CCZ05,"5,486432248","0,5382134679","9,8",Q1
2011,CCZ05,"10,01483291","0,731831532","7,3",Q2
2011,CCZ05,"16,30049734","0,9510616519","5,8",Q3
2011,CCZ05,"23,41156967","0,8674618013","3,7",Q4
2011,CCZ05,"44,78666783","1,390490078","3,1",Q5
2012,CCZ05,"5,015169718","0,5289353726","10,5",Q1
2012,CCZ05,"11,64504897","0,837271573","7,2",Q2
2012,CCZ05,"16,78442711","0,792557174","4,7",Q3
2012,CCZ05,"22,46950785","0,9559037021","4,3",Q4
2012,CCZ05,"44,08584635","1,496146495","3,4",Q5
2013,CCZ05,"5,715178588","0,6033292652","10,6",Q1
2013,CCZ05,"10,63438666","0,7064412075","6,6",Q2
2013,CCZ05,"15,10873362","0,8400112442","5,6",Q3
2013,CCZ05,"20,35147705","0,8979764235","4,4",Q4
2013,CCZ05,"48,19022409","1,48696773","3,1",Q5
2014,CCZ05,"5,238355778","0,5041468952","9,6",Q1
2014,CCZ05,"10,72380381","0,7765180242","7,2",Q2
2014,CCZ05,"15,69035811","0,8185932058","5,2",Q3
2014,CCZ05,"22,22947811","0,9499345397","4,3",Q4
2014,CCZ05,"46,1180042","1,418071765","3,1",Q5
2015,CCZ05,"5,636413192","0,5307957759","9,4",Q1
2015,CCZ05,"10,25165804","0,730994387","7,1",Q2
2015,CCZ05,"15,22122286","0,8756403545","5,8",Q3
2015,CCZ05,"23,98655401","1,013187632","4,2",Q4
2015,CCZ05,"44,9041519","1,495115115","3,3",Q5
2016,CCZ05,"4,377161745","0,6583136371",15,Q1
2016,CCZ05,"8,498747679","0,9709057056","11,4",Q2
2016,CCZ05,"13,51825663","0,7560560124","5,6",Q3
2016,CCZ05,"21,5723024","0,9393730005","4,4",Q4
2016,CCZ05,"52,03353155","2,255126484","4,3",Q5
2017,CCZ05,"5,592585992","0,5502738642","9,8",Q1
2017,CCZ05,"11,61290323","0,7823693427","6,7",Q2
2017,CCZ05,"14,04562467","0,8476277623",6,Q3
2017,CCZ05,"21,91587952","0,9710069888","4,4",Q4
2017,CCZ05,"46,83300659","1,541116712","3,3",Q5
2018,CCZ05,"5,971270795","0,6117813246","10,2",Q1
2018,CCZ05,"10,08842444","0,7797261263","7,7",Q2
2018,CCZ05,"15,06885223","0,837798714","5,6",Q3
2018,CCZ05,"22,44163288","0,9487381995","4,2",Q4
2018,CCZ05,"46,42981966","1,591816361","3,4",Q5
2019,CCZ05,"6,379734553","0,692230687","10,9",Q1
2019,CCZ05,"10,38742766","0,7631977023","7,3",Q2
2019,CCZ05,"16,07755484","0,9598686351",6,Q3
2019,CCZ05,"21,95654434","0,8889469232",4,Q4
2019,CCZ05,"45,19873861","1,533439419","3,4",Q5
2022,CCZ05,"5,436776743","0,7373371349","13,6",Q1
2022,CCZ05,"10,30729608","1,093761031","10,6",Q2
2022,CCZ05,"14,97495061","1,201562659",8,Q3
2022,CCZ05,"22,83904883","1,427760281","6,3",Q4
2022,CCZ05,"46,44192774","2,244941956","4,8",Q5
2009,CCZ06,"17,29927358","1,431228014","8,3",Q1
2009,CCZ06,"22,10516188","1,364863438","6,2",Q2
2009,CCZ06,"22,25910425","1,537428932","6,9",Q3
2009,CCZ06,"23,11540867","1,567282444","6,8",Q4
2009,CCZ06,"15,22105162","1,270834444","8,3",Q5
2010,CCZ06,"17,99962275","1,754792248","9,7",Q1
2010,CCZ06,"20,73941337","1,416883759","6,8",Q2
2010,CCZ06,"22,29557672","1,440130975","6,5",Q3
2010,CCZ06,"23,88946525","1,637294869","6,9",Q4
2010,CCZ06,"15,07592191","1,48384815","9,8",Q5
2011,CCZ06,"18,87750747","1,716057367","9,1",Q1
2011,CCZ06,"23,38454972","1,445680745","6,2",Q2
2011,CCZ06,"21,67733675","1,458353489","6,7",Q3
2011,CCZ06,"20,55484422","1,525374804","7,4",Q4
2011,CCZ06,"15,50576184","1,423065825","9,2",Q5
2012,CCZ06,"20,66123028","1,797772376","8,7",Q1
2012,CCZ06,"20,16486439","1,522659109","7,6",Q2
2012,CCZ06,"22,81067187","1,499576381","6,6",Q3
2012,CCZ06,"21,31271051","1,557749228","7,3",Q4
2012,CCZ06,"15,05052296","1,542511291","10,2",Q5
2013,CCZ06,"21,24538828","1,666208715","7,8",Q1
2013,CCZ06,"20,5435076","1,547490753","7,5",Q2
2013,CCZ06,"20,34104202","1,628277142",8,Q3
2013,CCZ06,"23,49950508","1,320772026","5,6",Q4
2013,CCZ06,"14,37055701","1,585351109",11,Q5
2014,CCZ06,"16,93033226","1,52262671",9,Q1
2014,CCZ06,"23,21114684","1,43198798","6,2",Q2
2014,CCZ06,"22,87245445","1,377067705",6,Q3
2014,CCZ06,"21,47052519","1,503105199",7,Q4
2014,CCZ06,"15,51554126","1,420739821","9,2",Q5
2015,CCZ06,"16,84311039","1,439593811","8,5",Q1
2015,CCZ06,"20,90754349","1,424201465","6,8",Q2
2015,CCZ06,"21,5925603","1,520853011",7,Q3
2015,CCZ06,"25,82305808","1,595230595","6,2",Q4
2015,CCZ06,"14,83372774","1,38953561","9,4",Q5
2016,CCZ06,"17,88945991","1,949934388","10,9",Q1
2016,CCZ06,"21,55311032","1,302715554",6,Q2
2016,CCZ06,"21,25043352","1,375260607","6,5",Q3
2016,CCZ06,"23,13901063","1,993257238","8,6",Q4
2016,CCZ06,"16,16798562","1,60906769",10,Q5
2017,CCZ06,"18,671052","1,739110517","9,3",Q1
2017,CCZ06,"21,23075456","1,58199052","7,5",Q2
2017,CCZ06,"21,64068831","1,589491632","7,3",Q3
2017,CCZ06,"21,98388865","1,506902383","6,9",Q4
2017,CCZ06,"16,47361647","2,001608043","12,2",Q5
2018,CCZ06,"18,10170053","1,647728615","9,1",Q1
2018,CCZ06,"19,10712069","1,509004487","7,9",Q2
2018,CCZ06,"21,57308949","1,557926774","7,2",Q3
2018,CCZ06,"23,59220489","1,705118104","7,2",Q4
2018,CCZ06,"17,6258844","1,777573666","10,1",Q5
2019,CCZ06,"18,58290898","1,694218067","9,1",Q1
2019,CCZ06,"21,92472947","1,460097713","6,7",Q2
2019,CCZ06,"22,56922342","1,688318038","7,5",Q3
2019,CCZ06,"20,66359007","1,631224948","7,9",Q4
2019,CCZ06,"16,25954806","1,729406725","10,6",Q5
2022,CCZ06,"17,27152318","2,268351696","13,1",Q1
2022,CCZ06,"22,73730684","2,179340919","9,6",Q2
2022,CCZ06,"25,13024283","2,026891733","8,1",Q3
2022,CCZ06,"22,23399558","2,396815238","10,8",Q4
2022,CCZ06,"12,62693157","1,600880752","12,7",Q5
2009,CCZ07,"3,815832439","0,7458095135","19,5",Q1
2009,CCZ07,"7,650324206","0,9690138061","12,7",Q2
2009,CCZ07,"15,21201661","1,348184633","8,9",Q3
2009,CCZ07,"23,38946681","1,626117032",7,Q4
2009,CCZ07,"49,93235994","2,09399442","4,2",Q5
2010,CCZ07,"5,334636555","0,9250298527","17,3",Q1
2010,CCZ07,"9,403775914","1,460787408","15,5",Q2
2010,CCZ07,"15,95761099","1,526738305","9,6",Q3
2010,CCZ07,"25,90153814","2,015185159","7,8",Q4
2010,CCZ07,"43,4024384","2,507265102","5,8",Q5
2011,CCZ07,"5,450490219","0,8815520014","16,2",Q1
2011,CCZ07,"11,16119139","1,248565205","11,2",Q2
2011,CCZ07,"14,94354352","1,441657209","9,6",Q3
2011,CCZ07,"23,15877515","1,621244534",7,Q4
2011,CCZ07,"45,28599972","2,424385276","5,4",Q5
2012,CCZ07,"4,316510527","0,7151183647","16,6",Q1
2012,CCZ07,"12,41563413","1,337454164","10,8",Q2
2012,CCZ07,"15,115342","1,301123542","8,6",Q3
2012,CCZ07,"24,31751788","1,576598273","6,5",Q4
2012,CCZ07,"43,83499547","2,414057735","5,5",Q5
2013,CCZ07,"4,780993352","0,7769347954","16,3",Q1
2013,CCZ07,"9,342002346","1,222627963","13,1",Q2
2013,CCZ07,"15,7704341","1,291689044","8,2",Q3
2013,CCZ07,"22,96636684","1,575560562","6,9",Q4
2013,CCZ07,"47,14020336","2,115875788","4,5",Q5
2014,CCZ07,"7,248485987","1,146164355","15,8",Q1
2014,CCZ07,"9,530069011","1,072786213","11,3",Q2
2014,CCZ07,"15,5814281","1,557456916",10,Q3
2014,CCZ07,"24,07398714","1,541653224","6,4",Q4
2014,CCZ07,"43,56602976","2,282162516","5,2",Q5
2015,CCZ07,"5,957681186","0,9853046573","16,5",Q1
2015,CCZ07,"10,43741681","1,123061187","10,8",Q2
2015,CCZ07,"16,8540873","1,635837286","9,7",Q3
2015,CCZ07,"24,42741084","1,575809404","6,5",Q4
2015,CCZ07,"42,32340386","2,148249347","5,1",Q5
2016,CCZ07,"4,188240119","0,7625765684","18,2",Q1
2016,CCZ07,"9,652945097","1,582978484","16,4",Q2
2016,CCZ07,"15,10227098","2,649647094","17,5",Q3
2016,CCZ07,"25,7446045","1,618888841","6,3",Q4
2016,CCZ07,"45,3119393","4,731663933","10,4",Q5
2017,CCZ07,"5,465876141","0,8998276572","16,5",Q1
2017,CCZ07,"10,74566149","1,107817441","10,3",Q2
2017,CCZ07,"14,42420046","1,17880334","8,2",Q3
2017,CCZ07,"24,06197256","1,502904836","6,2",Q4
2017,CCZ07,"45,30228935","2,452913791","5,4",Q5
2018,CCZ07,"7,078704798","1,048771035","14,8",Q1
2018,CCZ07,"11,26211298","1,144941382","10,2",Q2
2018,CCZ07,"14,63798944","1,260952596","8,6",Q3
2018,CCZ07,"23,37114945","1,48114643","6,3",Q4
2018,CCZ07,"43,65004333","2,318401648","5,3",Q5
2019,CCZ07,"5,1494329","0,8443917609","16,4",Q1
2019,CCZ07,"10,60104313","1,287989331","12,1",Q2
2019,CCZ07,"13,98708502","1,425490316","10,2",Q3
2019,CCZ07,"25,22973756","1,623422658","6,4",Q4
2019,CCZ07,"45,03270138","2,229504407",5,Q5
2022,CCZ07,"7,152102209","1,411918788","19,7",Q1
2022,CCZ07,"11,6153814","2,053516368","17,7",Q2
2022,CCZ07,"16,14128846","1,965823737","12,2",Q3
2022,CCZ07,"24,03239948","2,263500546","9,4",Q4
2022,CCZ07,"41,05882844","3,284870596",8,Q5
2009,CCZ08,"5,601979109","1,000956122","17,9",Q1
2009,CCZ08,"8,213304013","1,208350477","14,7",Q2
2009,CCZ08,"10,0219901","1,257234487","12,5",Q3
2009,CCZ08,"18,69158879","1,651410854","8,8",Q4
2009,CCZ08,"57,47113799","2,585410492","4,5",Q5
2010,CCZ08,"7,29825449","1,529696395",21,Q1
2010,CCZ08,"8,651656969","1,337697699","15,5",Q2
2010,CCZ08,"13,78699722","1,817425364","13,2",Q3
2010,CCZ08,"19,28914748","2,023352207","10,5",Q4
2010,CCZ08,"50,97394384","3,497019143","6,9",Q5
2011,CCZ08,"8,598971722","1,933821148","22,5",Q1
2011,CCZ08,"12,1722365","1,852170799","15,2",Q2
2011,CCZ08,"15,14781491","1,587127017","10,5",Q3
2011,CCZ08,"19,6529563","1,76698129",9,Q4
2011,CCZ08,"44,42802057","4,283245553","9,6",Q5
2012,CCZ08,"11,37706408","2,054817925","18,1",Q1
2012,CCZ08,"13,16467202","1,968553047",15,Q2
2012,CCZ08,"12,62687472","1,609243221","12,7",Q3
2012,CCZ08,"18,45932434","1,883827084","10,2",Q4
2012,CCZ08,"44,37206484","4,031010105","9,1",Q5
2013,CCZ08,"8,300395257","1,531152161","18,4",Q1
2013,CCZ08,"9,69999352","1,321222794","13,6",Q2
2013,CCZ08,"12,62230286","1,684160207","13,3",Q3
2013,CCZ08,"22,7499514","1,980424719","8,7",Q4
2013,CCZ08,"46,62735696","3,806651311","8,2",Q5
2014,CCZ08,"10,84113436","1,699790485","15,7",Q1
2014,CCZ08,"9,829295154","1,582885023","16,1",Q2
2014,CCZ08,"11,77037445","1,409365074",12,Q3
2014,CCZ08,"19,19052863","1,832383954","9,5",Q4
2014,CCZ08,"48,3686674","3,63773476","7,5",Q5
2015,CCZ08,"6,658171392","1,378899225","20,7",Q1
2015,CCZ08,"9,283211214","1,404936283","15,1",Q2
2015,CCZ08,"11,70436445","1,367871045","11,7",Q3
2015,CCZ08,"19,59222682","1,809092423","9,2",Q4
2015,CCZ08,"52,76202612","3,47063475","6,6",Q5
2016,CCZ08,"7,795644209","2,48122578","31,8",Q1
2016,CCZ08,"11,97842459","2,984151735","24,9",Q2
2016,CCZ08,"14,6244657","2,626670837",18,Q3
2016,CCZ08,"21,40240179","2,03587049","9,5",Q4
2016,CCZ08,"44,19906371","6,741731587","15,3",Q5
2017,CCZ08,"7,283633248","1,165970694",16,Q1
2017,CCZ08,"11,7027788","1,639256881",14,Q2
2017,CCZ08,"14,07761048","1,742857038","12,4",Q3
2017,CCZ08,"17,7806341","1,843336919","10,4",Q4
2017,CCZ08,"49,15534337","3,594241948","7,3",Q5
2018,CCZ08,"4,697836914","1,230465277","26,2",Q1
2018,CCZ08,"10,24306846","1,870831189","18,3",Q2
2018,CCZ08,"14,74020665","1,863127428","12,6",Q3
2018,CCZ08,"17,10399167","1,835397528","10,7",Q4
2018,CCZ08,"53,21489631","3,793303961","7,1",Q5
2019,CCZ08,"7,210487983","1,657656116",23,Q1
2019,CCZ08,"8,594319009","1,67438823","19,5",Q2
2019,CCZ08,"11,88799871","1,702127561","14,3",Q3
2019,CCZ08,"17,49615602","2,28430568","13,1",Q4
2019,CCZ08,"54,81103828","4,044827761","7,4",Q5
2022,CCZ08,"4,419506789","2,125541316","48,1",Q1
2022,CCZ08,"9,59407038","2,566725667","26,8",Q2
2022,CCZ08,"10,55694098","2,221672802",21,Q3
2022,CCZ08,"17,63646439","3,195880604","18,1",Q4
2022,CCZ08,"57,79301746","7,118370156","12,3",Q5
2009,CCZ09,"31,26768926","1,082885445","3,5",Q1
2009,CCZ09,"25,91588323","0,9584391513","3,7",Q2
2009,CCZ09,"21,85056903","0,9158008379","4,2",Q3
2009,CCZ09,"15,75853538","0,808189312","5,1",Q4
2009,CCZ09,"5,207323107","0,5126514661","9,8",Q5
2010,CCZ09,"33,25456712","1,280584822","3,9",Q1
2010,CCZ09,"25,8816521","1,044614929",4,Q2
2010,CCZ09,"19,74185862","0,9638015964","4,9",Q3
2010,CCZ09,"14,9305004","0,851325461","5,7",Q4
2010,CCZ09,"6,191421763","0,6026984884","9,7",Q5
2011,CCZ09,"33,13102119","1,236800915","3,7",Q1
2011,CCZ09,"25,0655106","1,016216336","4,1",Q2
2011,CCZ09,"22,13872832","0,983032414","4,4",Q3
2011,CCZ09,"14,62813102","0,8564108318","5,9",Q4
2011,CCZ09,"5,036608863","0,5530723187",11,Q5
2012,CCZ09,"31,53708268","1,148343652","3,6",Q1
2012,CCZ09,"26,01015759","1,022278211","3,9",Q2
2012,CCZ09,"20,55231907","0,9157287086","4,5",Q3
2012,CCZ09,"15,67331391","0,9341826199",6,Q4
2012,CCZ09,"6,227126746","0,5731422531","9,2",Q5
2013,CCZ09,"30,71168301","1,222613476",4,Q1
2013,CCZ09,"25,63854319","0,9823066986","3,8",Q2
2013,CCZ09,"22,295763","0,974720901","4,4",Q3
2013,CCZ09,"15,4077699","0,9214376092",6,Q4
2013,CCZ09,"5,946240913","0,6034995774","10,1",Q5
2014,CCZ09,"30,44085479","1,131162272","3,7",Q1
2014,CCZ09,"24,83425879","0,9498495449","3,8",Q2
2014,CCZ09,"21,46727242","0,8850627807","4,1",Q3
2014,CCZ09,"17,10079085","0,9017420014","5,3",Q4
2014,CCZ09,"6,156823153","0,549224991","8,9",Q5
2015,CCZ09,"32,39648292","1,178325237","3,6",Q1
2015,CCZ09,"26,06194614","0,9784529372","3,8",Q2
2015,CCZ09,"20,2525523","0,9175614822","4,5",Q3
2015,CCZ09,"15,89939367","0,8394344369","5,3",Q4
2015,CCZ09,"5,389624972","0,5250854395","9,7",Q5
2016,CCZ09,"29,83844048","1,408941105","4,7",Q1
2016,CCZ09,"28,30796448","1,052605556","3,7",Q2
2016,CCZ09,"20,83082983","0,9351102322","4,5",Q3
2016,CCZ09,"15,12283864","0,9342476285","6,2",Q4
2016,CCZ09,"5,899926564","0,582294069","9,9",Q5
2017,CCZ09,"32,60808535","1,217906575","3,7",Q1
2017,CCZ09,"24,40868894","1,032914747","4,2",Q2
2017,CCZ09,"20,38531724","0,9284546619","4,6",Q3
2017,CCZ09,"16,51635317","0,9613443575","5,8",Q4
2017,CCZ09,"6,081555306","0,6888279266","11,3",Q5
2018,CCZ09,"29,67977458","1,227129486","4,1",Q1
2018,CCZ09,"24,61677506","1,123994339","4,6",Q2
2018,CCZ09,"22,31299509","1,066892698","4,8",Q3
2018,CCZ09,"17,81530773","1,0063021","5,6",Q4
2018,CCZ09,"5,575147531","0,6177622629","11,1",Q5
2019,CCZ09,"33,38166559","1,336009086",4,Q1
2019,CCZ09,"25,24478865","1,091901041","4,3",Q2
2019,CCZ09,"20,5485995","1,066673564","5,2",Q3
2019,CCZ09,"14,5849681","1,02668504",7,Q4
2019,CCZ09,"6,239978165","0,6910432086","11,1",Q5
2022,CCZ09,"27,53685251","1,984292422","7,2",Q1
2022,CCZ09,"25,09429301","1,614863994","6,4",Q2
2022,CCZ09,"23,75689698","1,594030667","6,7",Q3
2022,CCZ09,"17,51626451","1,292433893","7,4",Q4
2022,CCZ09,"6,095692992","0,7916006683",13,Q5
2009,CCZ10,"37,20571749","1,935148397","5,2",Q1
2009,CCZ10,"27,27017937","1,792643771","6,6",Q2
2009,CCZ10,"19,56278027","1,652265641","8,4",Q3
2009,CCZ10,"12,27578475","1,294763828","10,5",Q4
2009,CCZ10,"3,685538117","0,7767109139","21,1",Q5
2010,CCZ10,"40,99460293","2,659694224","6,5",Q1
2010,CCZ10,"26,26060139","2,021135862","7,7",Q2
2010,CCZ10,"17,97995374","1,658174798","9,2",Q3
2010,CCZ10,"12,25905937","1,500351535","12,2",Q4
2010,CCZ10,"2,505782575","0,6212540997","24,8",Q5
2011,CCZ10,"39,72776642","2,17980917","5,5",Q1
2011,CCZ10,"26,37703646","1,817004205","6,9",Q2
2011,CCZ10,"17,06749418","1,647203431","9,7",Q3
2011,CCZ10,"12,41977572","1,343347041","10,8",Q4
2011,CCZ10,"4,407927216","0,8457335181","19,2",Q5
2012,CCZ10,"38,80225492","2,435591615","6,3",Q1
2012,CCZ10,"23,86704737","1,87935869","7,9",Q2
2012,CCZ10,"18,77150597","1,758015301","9,4",Q3
2012,CCZ10,"13,5515045","1,552789118","11,5",Q4
2012,CCZ10,"5,007687239","0,9575620057","19,1",Q5
2013,CCZ10,"35,54634327","2,403347574","6,8",Q1
2013,CCZ10,"27,25529019","1,928315336","7,1",Q2
2013,CCZ10,"21,24737037","1,773016339","8,3",Q3
2013,CCZ10,"11,5703502","1,446705088","12,5",Q4
2013,CCZ10,"4,38064596","0,9170410602","20,9",Q5
2014,CCZ10,"33,83855981","2,221726661","6,6",Q1
2014,CCZ10,"25,94657375","1,765953807","6,8",Q2
2014,CCZ10,"19,51800232","1,596135609","8,2",Q3
2014,CCZ10,"14,69221835","1,465133458",10,Q4
2014,CCZ10,"6,004645761","1,003979091","16,7",Q5
2015,CCZ10,"31,6475464","2,29175453","7,2",Q1
2015,CCZ10,"25,70124332","1,823131142","7,1",Q2
2015,CCZ10,"21,51480569","1,785652856","8,3",Q3
2015,CCZ10,"14,14499369","1,733396722","12,3",Q4
2015,CCZ10,"6,991410896","1,182074304","16,9",Q5
2016,CCZ10,"34,58022545","2,019556343","5,8",Q1
2016,CCZ10,"23,60495766","1,544315469","6,5",Q2
2016,CCZ10,"20,45875161","1,8574883","9,1",Q3
2016,CCZ10,"16,04509001","1,565279832","9,8",Q4
2016,CCZ10,"5,310975268","0,8531967592","16,1",Q5
2017,CCZ10,"37,88762094","2,475121671","6,5",Q1
2017,CCZ10,"25,23567353","2,062820581","8,2",Q2
2017,CCZ10,"19,23220045","1,846270239","9,6",Q3
2017,CCZ10,"14,29546018","1,706426134","11,9",Q4
2017,CCZ10,"3,349044902","0,8892312986","26,6",Q5
2018,CCZ10,"38,53535354","2,16825399","5,6",Q1
2018,CCZ10,"27,26010101","1,869555058","6,9",Q2
2018,CCZ10,"17,7020202","1,876122163","10,6",Q3
2018,CCZ10,"12,9229798","1,547933724",12,Q4
2018,CCZ10,"3,579545455","0,8952178688",25,Q5
2019,CCZ10,"36,65838672","2,696084271","7,4",Q1
2019,CCZ10,"22,13361224","2,175374848","9,8",Q2
2019,CCZ10,"21,64988887","2,315817051","10,7",Q3
2019,CCZ10,"15,26343313","2,064622321","13,5",Q4
2019,CCZ10,"4,294679043","1,036798466","24,1",Q5
2022,CCZ10,"29,70327201","2,086015391",7,Q1
2022,CCZ10,"29,97371729","2,540439131","8,5",Q2
2022,CCZ10,"20,94617758","2,131908488","10,2",Q3
2022,CCZ10,"14,50500895","1,967837745","13,6",Q4
2022,CCZ10,"4,871824172","1,196791069","24,6",Q5
2009,CCZ11,"29,18464632","1,181431501",4,Q1
2009,CCZ11,"25,72577548","1,069411165","4,2",Q2
2009,CCZ11,"19,9828299","0,9984929347",5,Q3
2009,CCZ11,"17,03454352","0,9240390411","5,4",Q4
2009,CCZ11,"8,072204776","0,7240415523",9,Q5
2010,CCZ11,"31,64553858","1,3554414","4,3",Q1
2010,CCZ11,"23,64465586","1,069994034","4,5",Q2
2010,CCZ11,"22,07292254","1,17424318","5,3",Q3
2010,CCZ11,"15,21957678","1,030210437","6,8",Q4
2010,CCZ11,"7,417306231","0,7823330723","10,5",Q5
2011,CCZ11,"30,31478102","1,437963125","4,7",Q1
2011,CCZ11,"24,92016423","1,063040597","4,3",Q2
2011,CCZ11,"21,54881387","1,031641281","4,8",Q3
2011,CCZ11,"15,11405109","0,9871017213","6,5",Q4
2011,CCZ11,"8,102189781","0,7332745666","9,1",Q5
2012,CCZ11,"28,50450531","1,360081773","4,8",Q1
2012,CCZ11,"23,43434796","1,133959441","4,8",Q2
2012,CCZ11,"21,49773614","1,124307386","5,2",Q3
2012,CCZ11,"17,07535751","1,09277742","6,4",Q4
2012,CCZ11,"9,488053078","0,8700766419","9,2",Q5
2013,CCZ11,"29,63894991","1,384165705","4,7",Q1
2013,CCZ11,"24,4268623","1,051273678","4,3",Q2
2013,CCZ11,"21,61395577","1,061263925","4,9",Q3
2013,CCZ11,"16,26111621","1,07339787","6,6",Q4
2013,CCZ11,"8,059115822","0,9229978299","11,5",Q5
2014,CCZ11,"29,30781215","1,386622561","4,7",Q1
2014,CCZ11,"25,05898064","1,129824496","4,5",Q2
2014,CCZ11,"20,87914534","1,055504648","5,1",Q3
2014,CCZ11,"16,69708435","0,9569999736","5,7",Q4
2014,CCZ11,"8,056977521","0,7464504542","9,3",Q5
2015,CCZ11,"28,10118676","1,243403834","4,4",Q1
2015,CCZ11,"26,24817822","1,072445889","4,1",Q2
2015,CCZ11,"21,13887154","1,067752738","5,1",Q3
2015,CCZ11,"14,66375182","1,009822908","6,9",Q4
2015,CCZ11,"9,848011659","0,83697159","8,5",Q5
2016,CCZ11,"32,71716081","1,806352596","5,5",Q1
2016,CCZ11,"23,89669107","1,220001877","5,1",Q2
2016,CCZ11,"21,54603289","1,000476188","4,6",Q3
2016,CCZ11,"14,39803145","0,9459161752","6,6",Q4
2016,CCZ11,"7,442083783","0,7931812996","10,7",Q5
2017,CCZ11,"28,91834797","1,497873022","5,2",Q1
2017,CCZ11,"23,37345194","1,064677723","4,6",Q2
2017,CCZ11,"21,91600287","1,053147992","4,8",Q3
2017,CCZ11,"16,15210187","1,037237219","6,4",Q4
2017,CCZ11,"9,640095354","0,8832145919","9,2",Q5
2018,CCZ11,"29,5543672","1,405942098","4,8",Q1
2018,CCZ11,"24,42265795","1,249191594","5,1",Q2
2018,CCZ11,"21,37254902","1,134473148","5,3",Q3
2018,CCZ11,"16,2547039","1,205988039","7,4",Q4
2018,CCZ11,"8,395721925","0,8660993574","10,3",Q5
2019,CCZ11,"25,92400008","1,433575452","5,5",Q1
2019,CCZ11,"24,21223403","1,156257844","4,8",Q2
2019,CCZ11,"22,76045675","1,28486547","5,6",Q3
2019,CCZ11,"19,15389255","1,323121905","6,9",Q4
2019,CCZ11,"7,949416585","0,821955936","10,3",Q5
2022,CCZ11,"35,68182468","2,551546479","7,2",Q1
2022,CCZ11,"25,35799011","1,943912917","7,7",Q2
2022,CCZ11,"17,67513648","1,768858819",10,Q3
2022,CCZ11,"15,56006517","1,936329329","12,4",Q4
2022,CCZ11,"5,724983565","1,147010779",20,Q5
2009,CCZ12,"29,52400492","1,794985089","6,1",Q1
2009,CCZ12,"22,24558884","1,544871273","6,9",Q2
2009,CCZ12,"20,59396799","1,485488881","7,2",Q3
2009,CCZ12,"17,41382848","1,42067639","8,2",Q4
2009,CCZ12,"10,22260977","1,144834987","11,2",Q5
2010,CCZ12,"29,19218276","2,028333158","6,9",Q1
2010,CCZ12,"22,72751478","1,684660747","7,4",Q2
2010,CCZ12,"22,1151286","1,794830297","8,1",Q3
2010,CCZ12,"17,10953725","1,588461434","9,3",Q4
2010,CCZ12,"8,855636615","1,343812179","15,2",Q5
2011,CCZ12,"27,05341461","1,872454428","6,9",Q1
2011,CCZ12,"25,17305507","1,7429053","6,9",Q2
2011,CCZ12,"20,82343217","1,554085751","7,5",Q3
2011,CCZ12,"18,30767641","1,627703748","8,9",Q4
2011,CCZ12,"8,642421738","1,208492632",14,Q5
2012,CCZ12,"27,61999875","2,156946372","7,8",Q1
2012,CCZ12,"23,06972099","1,856023343",8,Q2
2012,CCZ12,"21,00368267","1,734334323","8,3",Q3
2012,CCZ12,"17,53947943","1,734254596","9,9",Q4
2012,CCZ12,"10,76711816","1,390461939","12,9",Q5
2013,CCZ12,"25,98087164","1,889773937","7,3",Q1
2013,CCZ12,"24,45386371","1,552713397","6,3",Q2
2013,CCZ12,"22,18780567","1,681103686","7,6",Q3
2013,CCZ12,"18,54689708","1,916234415","10,3",Q4
2013,CCZ12,"8,830561895","1,411147815",16,Q5
2014,CCZ12,"25,07328308","2,179998269","8,7",Q1
